Provider,FilePath,Tags,RelatedUrl,ServiceName,Description,Categories,Notes,CheckTitle,CheckAliases,DependsOn,SubServiceName,CheckType,CheckID,Remediation,Severity,RelatedTo,ResourceIdTemplate,ResourceType,Risk
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_user_no_setup_initial_access_key/iam_user_no_setup_initial_access_key.metadata.json,,,iam,Do not setup access keys during initial user setup for all IAM users that have a console password,[],CAF Security Epic: IAM,Do not setup access keys during initial user setup for all IAM users that have a console password,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_user_no_setup_initial_access_key,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'From the IAM console: generate credential report and disable not required keys.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,AwsIamAccessKey,"AWS console defaults the checkbox for creating access keys to enabled. This results in many access keys being generated unnecessarily. In addition to unnecessary credentials, it also generates unnecessary management work in auditing and rotating these keys. Requiring that additional steps be taken by the user after their profile has been created will give a stronger indication of intent that access keys are (a) necessary for their work and (b) once the access key is established on an account that the keys may be in use somewhere in the organization."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_no_expired_server_certificates_stored/iam_no_expired_server_certificates_stored.metadata.json,,,iam,Ensure that all the expired SSL/TLS certificates stored in AWS IAM are removed.,['encryption'],Data Protection,Ensure that all the expired SSL/TLS certificates stored in AWS IAM are removed.,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_no_expired_server_certificates_stored,"{'Code': {'CLI': 'aws iam delete-server-certificate --server-certificate-name <CERTIFICATE_NAME', 'NativeIaC': '', 'Other': 'Removing expired certificates via AWS Management Console is not currently supported.', 'Terraform': ''}, 'Recommendation': {'Text': 'Deleting the certificate could have implications for your application if you are using an expired server certificate with Elastic Load Balancing, CloudFront, etc. One has to make configurations at respective services to ensure there is no interruption in application functionality.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_server-certs.html'}}",critical,[],arn:partition:service:region:account-id:resource-id,Other,"Removing expired SSL/TLS certificates eliminates the risk that an invalid certificate will be deployed accidentally to a resource such as AWS Elastic Load Balancer (ELB), which can damage the credibility of the application/website behind the ELB."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_root_mfa_enabled/iam_root_mfa_enabled.metadata.json,,,iam,Ensure MFA is enabled for the root account,[],,Ensure MFA is enabled for the root account,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_root_mfa_enabled,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Using IAM console navigate to Dashboard and expand Activate MFA on your root account.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-user.html#id_root-user_manage_mfa'}}",critical,[],arn:partition:service:region:account-id:resource-id,AwsIamUser,The root account is the most privileged user in an AWS account. MFA adds an extra layer of protection on top of a user name and password. With MFA enabled when a user signs in to an AWS website they will be prompted for their user name and password as well as for an authentication code from their AWS MFA device. When virtual MFA is used for root accounts it is recommended that the device used is NOT a personal device but rather a dedicated mobile device (tablet or phone) that is managed to be kept charged and secured independent of any individual personal devices. (non-personal virtual MFA) This lessens the risks of losing access to the MFA due to device loss / trade-in or if the individual owning the device is no longer employed at the company.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_user_with_temporary_credentials/iam_user_with_temporary_credentials.metadata.json,,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp.html,iam,Ensure users make use of temporary credentials assuming IAM roles,[],,Ensure users make use of temporary credentials assuming IAM roles,,[],,['Infrastructure Security'],iam_user_with_temporary_credentials,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': ""As a best practice, use temporary security credentials (IAM roles) instead of creating long-term credentials like access keys, and don't create AWS account root user access keys."", 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp.html'}}",medium,[],arn:partition:iam::account-id:user/user-name,AwsIamUser,"As a best practice, use temporary security credentials (IAM roles) instead of creating long-term credentials like access keys, and don't create AWS account root user access keys."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_support_role_created/iam_support_role_created.metadata.json,,,iam,Ensure a support role has been created to manage incidents with AWS Support,[],CAF Security Epic: IAM,Ensure a support role has been created to manage incidents with AWS Support,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_support_role_created,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Create an IAM role for managing incidents with AWS.', 'Url': 'https://docs.aws.amazon.com/awssupport/latest/user/using-service-linked-roles-sup.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,AwsIamRole,"AWS provides a support center that can be used for incident notification and response, as well as technical support and customer services. Create an IAM Role to allow authorized users to manage incidents with AWS Support."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_user_hardware_mfa_enabled/iam_user_hardware_mfa_enabled.metadata.json,,,iam,Check if IAM users have Hardware MFA enabled.,[],,Check if IAM users have Hardware MFA enabled.,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_user_hardware_mfa_enabled,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Enable hardware MFA device for an IAM user from the AWS Management Console, the command line, or the IAM API.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_mfa_enable_physical.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,AwsIamUser,Hardware MFA is preferred over virtual MFA.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_inline_policy_allows_privilege_escalation/iam_inline_policy_allows_privilege_escalation.metadata.json,,,iam,Ensure no Inline IAM policies allow actions that may lead into Privilege Escalation,[],,Ensure no IAM Inline policies allow actions that may lead into Privilege Escalation,,[],inline_policy,"['Software and Configuration Checks', 'Industry and Regulatory Standards']",iam_inline_policy_allows_privilege_escalation,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Grant usage permission on a per-resource basis and applying least privilege principle.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html#grant-least-privilege'}}",high,[],arn:partition:service:region:account-id:resource-id,AwsIamPolicy,Users with some IAM permissions are allowed to elevate their privileges up to administrator rights.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_inline_policy_no_administrative_privileges/iam_inline_policy_no_administrative_privileges.metadata.json,,,iam,"Ensure inline policies that allow full ""*:*"" administrative privileges are not associated to IAM identities",[],CAF Security Epic: IAM,"Ensure IAM inline policies that allow full ""*:*"" administrative privileges are not associated to IAM identities",,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_inline_policy_no_administrative_privileges,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': 'https://docs.prowler.com/checks/aws/iam-policies/iam_47', 'Terraform': 'https://docs.prowler.com/checks/aws/iam-policies/iam_47#terraform'}, 'Recommendation': {'Text': 'It is more secure to start with a minimum set of permissions and grant additional permissions as necessary, rather than starting with permissions that are too lenient and then trying to tighten them later. List policies an analyze if permissions are the least possible to conduct business activities.', 'Url': 'http://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html'}}",high,[],arn:partition:service:region:account-id:resource-id,AwsIamPolicy,"IAM policies are the means by which privileges are granted to users, groups or roles. It is recommended and considered a standard security advice to grant least privilege—that is, granting only the permissions required to perform a task. Determine what users need to do and then craft policies for them that let the users perform only those tasks instead of allowing full administrative privileges. Providing full administrative privileges instead of restricting to the minimum set of permissions that the user is required to do exposes the resources to potentially unwanted actions."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_aws_attached_policy_no_administrative_privileges/iam_aws_attached_policy_no_administrative_privileges.metadata.json,,,iam,"Ensure IAM AWS-Managed policies that allow full ""*:*"" administrative privileges are not attached",[],CAF Security Epic: IAM,"Ensure IAM AWS-Managed policies that allow full ""*:*"" administrative privileges are not attached",,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_aws_attached_policy_no_administrative_privileges,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': 'https://docs.prowler.com/checks/aws/iam-policies/iam_47', 'Terraform': 'https://docs.prowler.com/checks/aws/iam-policies/iam_47#terraform'}, 'Recommendation': {'Text': 'It is more secure to start with a minimum set of permissions and grant additional permissions as necessary, rather than starting with permissions that are too lenient and then trying to tighten them later. List policies an analyze if permissions are the least possible to conduct business activities.', 'Url': 'http://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html'}}",high,[],arn:partition:service:region:account-id:resource-id,AwsIamPolicy,"IAM policies are the means by which privileges are granted to users, groups, or roles. It is recommended and considered a standard security advice to grant least privilege—that is, granting only the permissions required to perform a task. Determine what users need to do and then craft policies for them that let the users perform only those tasks instead of allowing full administrative privileges. Providing full administrative privileges instead of restricting to the minimum set of permissions that the user is required to do exposes the resources to potentially unwanted actions."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_policy_allows_privilege_escalation/iam_policy_allows_privilege_escalation.metadata.json,,,iam,Ensure no Customer Managed IAM policies allow actions that may lead into Privilege Escalation,[],CAF Security Epic: IAM,Ensure no Customer Managed IAM policies allow actions that may lead into Privilege Escalation,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_policy_allows_privilege_escalation,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Grant usage permission on a per-resource basis and applying least privilege principle.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html#grant-least-privilege'}}",high,[],arn:partition:service:region:account-id:resource-id,AwsIamPolicy,Users with some IAM permissions are allowed to elevate their privileges up to administrator rights.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_check_saml_providers_sts/iam_check_saml_providers_sts.metadata.json,,,iam,Check if there are SAML Providers then STS can be used,[],,Check if there are SAML Providers then STS can be used,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_check_saml_providers_sts,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Enable SAML provider and use temporary credentials. You can use temporary security credentials to make programmatic requests for AWS resources using the AWS CLI or AWS API (using the AWS SDKs ). The temporary credentials provide the same permissions that you have with use long-term security credentials such as IAM user credentials. In case of not having SAML provider capabilities prevent usage of long-lived credentials.', 'Url': 'https://docs.aws.amazon.com/STS/latest/APIReference/API_AssumeRoleWithSAML.html'}}",low,[],arn:partition:service:region:account-id:resource-id,Other,Without SAML provider users with AWS CLI or AWS API access can use IAM static credentials. SAML helps users to assume role by default each time they authenticate.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_policy_no_full_access_to_kms/iam_policy_no_full_access_to_kms.metadata.json,,,iam,"Ensure IAM policies that allow full ""kms:*"" privileges are not created",[],,"Ensure IAM policies that allow full ""kms:*"" privileges are not created",,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_policy_no_full_access_to_kms,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'It is more secure to start with a minimum set of permissions and grant additional permissions as necessary, rather than starting with permissions that are too lenient and then trying to tighten them later. List policies an analyze if permissions are the least possible to conduct business activities.', 'Url': 'http://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,AwsIamPolicy,KMS is a critical service and IAM policies should follow least privilege model for this service in particular
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_password_policy_number/iam_password_policy_number.metadata.json,,,iam,Ensure IAM password policy require at least one number,[],,Ensure IAM password policy require at least one number,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_password_policy_number,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Ensure ""Require at least one number"" is checked under ""Password Policy"".', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,Other,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one number.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_role_cross_service_confused_deputy_prevention/iam_role_cross_service_confused_deputy_prevention.metadata.json,,,iam,Ensure IAM Service Roles prevents against a cross-service confused deputy attack,['trustboundaries'],,Ensure IAM Service Roles prevents against a cross-service confused deputy attack,,[],,[],iam_role_cross_service_confused_deputy_prevention,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': ""To mitigate cross-service confused deputy attacks, it's recommended to use the aws:SourceArn and aws:SourceAccount global condition context keys in your IAM role trust policies. If the role doesn't support these fields, consider implementing alternative security measures, such as defining more restrictive resource-based policies or using service-specific trust policies, to limit the role's permissions and exposure. For detailed guidance, refer to AWS's documentation on preventing cross-service confused deputy issues."", 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/confused-deputy.html#cross-service-confused-deputy-prevention'}}",high,[],arn:partition:service:region:account-id:resource-id,AwsIamRole,Allow attackers to gain unauthorized access to resources
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_inline_policy_no_full_access_to_cloudtrail/iam_inline_policy_no_full_access_to_cloudtrail.metadata.json,,,iam,"Ensure IAM inline policies that allow full ""cloudtrail:*"" privileges are not created",[],,"Ensure IAM inline policies that allow full ""cloudtrail:*"" privileges are not created",,[],inline_policies,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_inline_policy_no_full_access_to_cloudtrail,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'It is more secure to start with a minimum set of permissions and grant additional permissions as necessary, rather than starting with permissions that are too lenient and then trying to tighten them later. List policies an analyze if permissions are the least possible to conduct business activities.', 'Url': 'http://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,AwsIamPolicy,CloudTrail is a critical service and IAM policies should follow least privilege model for this service in particular
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_password_policy_minimum_length_14/iam_password_policy_minimum_length_14.metadata.json,,,iam,Ensure IAM password policy requires minimum length of 14 or greater,[],,Ensure IAM password policy requires minimum length of 14 or greater,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_password_policy_minimum_length_14,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Ensure ""Minimum password length"" is checked under ""Password Policy"".', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,Other,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require minimum length of 14 or greater.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_avoid_root_usage/iam_avoid_root_usage.metadata.json,,,iam,Avoid the use of the root account,[],,Avoid the use of the root accounts,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_avoid_root_usage,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Follow the remediation instructions of the Ensure IAM policies are attached only to groups or roles recommendation.', 'Url': 'http://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html'}}",high,[],arn:partition:service:region:account-id:resource-id,AwsIamUser,The root account has unrestricted access to all resources in the AWS account. It is highly recommended that the use of this account be avoided.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_root_credentials_management_enabled/iam_root_credentials_management_enabled.metadata.json,,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-user.html#id_root-user-access-management,iam,"Checks if centralized management of root credentials for member accounts in AWS Organizations is enabled. This ensures that root credentials are managed centrally, reducing the risk of unauthorized access or mismanagement.",[],"This check skips findings for member accounts as they cannot execute the ListOrganizationsFeatures API call, which is restricted to the management account or delegated administrators.",Ensure centralized root credentials management is enabled,,[],,[],iam_root_credentials_management_enabled,"{'Code': {'CLI': 'aws iam enable-organizations-root-credentials-management', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Enable centralized management of root access for member accounts using the CLI or IAM console.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-enable-root-access.html'}}",high,"['iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key']",arn:partition:service:region:account-id:resource-id,Other,"Without centralized root credentials management, member accounts retain full control over their root user credentials, increasing the risk of credential misuse, mismanagement, or compromise."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_role_cross_account_readonlyaccess_policy/iam_role_cross_account_readonlyaccess_policy.metadata.json,,https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies_job-functions.html#awsmp_readonlyaccess,iam,Ensure IAM Roles do not have ReadOnlyAccess access for external AWS accounts,['trustboundaries'],CAF Security Epic: IAM,Ensure IAM Roles do not have ReadOnlyAccess access for external AWS accounts,,[],,[],iam_role_cross_account_readonlyaccess_policy,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Remove the AWS-managed ReadOnlyAccess policy from all roles that have a trust policy, including third-party cloud accounts, or remove third-party cloud accounts from the trust policy of all roles that need the ReadOnlyAccess policy.', 'Url': 'https://docs.securestate.vmware.com/rule-docs/aws-iam-role-cross-account-readonlyaccess-policy'}}",high,[],arn:partition:service:region:account-id:resource-id,AwsIamRole,"The AWS-managed ReadOnlyAccess policy is highly potent and exposes the customer to a significant data leakage threat. It should be granted very conservatively. For granting access to 3rd party vendors, consider using alternative managed policies, such as ViewOnlyAccess or SecurityAudit."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_password_policy_expires_passwords_within_90_days_or_less/iam_password_policy_expires_passwords_within_90_days_or_less.metadata.json,,,iam,Ensure IAM password policy expires passwords within 90 days or less,[],,Ensure IAM password policy expires passwords within 90 days or less,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_password_policy_expires_passwords_within_90_days_or_less,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Ensure Password expiration period (in days): is set to 90 or less.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,Other,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_user_two_active_access_key/iam_user_two_active_access_key.metadata.json,,,iam,Check if IAM users have two active access keys,[],,Check if IAM users have two active access keys,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_user_two_active_access_key,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Avoid using long lived access keys.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/APIReference/API_ListAccessKeys.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,AwsIamUser,Access Keys could be lost or stolen. It creates a critical risk.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_inline_policy_no_full_access_to_kms/iam_inline_policy_no_full_access_to_kms.metadata.json,,,iam,"Ensure IAM inline policies that allow full ""kms:*"" privileges are not created",[],,"Ensure IAM inline policies that allow full ""kms:*"" privileges are not created",,[],inline_policy,['Software and Configuration Checks'],iam_inline_policy_no_full_access_to_kms,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'It is more secure to start with a minimum set of permissions and grant additional permissions as necessary, rather than starting with permissions that are too lenient and then trying to tighten them later. List policies an analyze if permissions are the least possible to conduct business activities.', 'Url': 'http://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,AwsIamPolicy,KMS is a critical service and IAM policies should follow least privilege model for this service in particular
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_password_policy_symbol/iam_password_policy_symbol.metadata.json,,,iam,Ensure IAM password policy require at least one symbol,[],,Ensure IAM password policy require at least one symbol,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_password_policy_symbol,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Ensure ""Require at least one non-alphanumeric character"" is checked under ""Password Policy"".', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,Other,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one non-alphanumeric character.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_user_accesskey_unused/iam_user_accesskey_unused.metadata.json,,,iam,Ensure User Access Keys unused are disabled,[],,Ensure User Access Keys unused are disabled,,[],,['Software and Configuration Checks'],iam_user_accesskey_unused,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Find the credentials that they were using and ensure that they are no longer operational. Ideally, you delete credentials if they are no longer needed. You can always recreate them at a later date if the need arises. At the very least, you should change the password or deactivate the access keys so that the former users no longer have access.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_finding-unused.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,AwsIamUser,"To increase the security of your AWS account, remove IAM user credentials (that is, passwords and access keys) that are not needed. For example, when users leave your organization or no longer need AWS access."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_securityaudit_role_created/iam_securityaudit_role_created.metadata.json,,,iam,Ensure a Security Audit role has been created to conduct security audits,[],,Ensure a Security Audit role has been created to conduct security audits,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_securityaudit_role_created,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Create an IAM role for conduct security audits with AWS.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies_job-functions.html#jf_security-auditor'}}",low,[],arn:partition:service:region:account-id:resource-id,AwsIamRole,Creating an IAM role with a security audit policy provides a clear separation of duties between the security team and other teams within the organization. This helps to ensure that security-related activities are performed by authorized individuals with the appropriate expertise and access permissions.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_no_custom_policy_permissive_role_assumption/iam_no_custom_policy_permissive_role_assumption.metadata.json,,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_permissions-to-switch.html#roles-usingrole-createpolicy,iam,Ensure that no custom IAM policies exist which allow permissive role assumption (e.g. sts:AssumeRole on *),[],CAF Security Epic: IAM,Ensure that no custom IAM policies exist which allow permissive role assumption (e.g. sts:AssumeRole on *),,[],,['Software and Configuration Checks'],iam_no_custom_policy_permissive_role_assumption,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Use the least privilege principle when granting permissions.', 'Url': 'https://docs.aws.amazon.com/STS/latest/APIReference/API_AssumeRole.html'}}",high,[],arn:partition:service:region:account-id:resource-id,AwsIamPolicy,If not restricted unintended access could happen.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_password_policy_reuse_24/iam_password_policy_reuse_24.metadata.json,,,iam,Ensure IAM password policy prevents password reuse: 24 or greater,[],,Ensure IAM password policy prevents password reuse: 24 or greater,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_password_policy_reuse_24,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Ensure ""Number of passwords to remember"" is set to 24.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,Other,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy prevents at least password reuse of 24 or greater.
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_policy_cloudshell_admin_not_attached/iam_policy_cloudshell_admin_not_attached.metadata.json,,https://docs.aws.amazon.com/config/latest/developerguide/iam-policy-blacklisted-check.html,iam,"This control checks whether an IAM identity (user, role, or group) has the AWS managed policy AWSCloudShellFullAccess attached. The control fails if an IAM identity has the AWSCloudShellFullAccess policy attached.",['trustboundaries'],,"Check if IAM identities (users,groups,roles) have the AWSCloudShellFullAccess policy attached.",,[],,['Software and Configuration Checks/AWS Security Best Practices/CIS AWS Foundations Benchmark'],iam_policy_cloudshell_admin_not_attached,"{'Code': {'CLI': 'aws iam detach-user/role/group-policy --user/role/group-name <user/role/group-name> --policy-arn arn:aws:iam::aws:policy/AWSCloudShellFullAccess', 'NativeIaC': '', 'Other': 'https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-27', 'Terraform': ''}, 'Recommendation': {'Text': 'Detach the AWSCloudShellFullAccess policy from the IAM identity to restrict excessive permissions and adhere to the principle of least privilege.', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies_manage-attach-detach.html'}}",medium,[],arn:aws:iam::{account-id}:{resource-type}/{resource-id},AwsIamPolicy,"Attaching the AWSCloudShellFullAccess policy to IAM identities grants broad permissions, including internet access and file transfer capabilities, which can lead to security risks such as data exfiltration. The principle of least privilege should be followed to avoid excessive permissions."
aws,/Users/apple/Desktop/github/prowler/providers/aws/services/iam/iam_password_policy_lowercase/iam_password_policy_lowercase.metadata.json,,,iam,Ensure IAM password policy requires at least one uppercase letter,[],,Ensure IAM password policy require at least one lowercase letter,,[],,"['Software and Configuration Checks', 'Industry and Regulatory Standards', 'CIS AWS Foundations Benchmark']",iam_password_policy_lowercase,"{'Code': {'CLI': '', 'NativeIaC': '', 'Other': '', 'Terraform': ''}, 'Recommendation': {'Text': 'Ensure ""Requires at least one lowercase letter"" is checked under ""Password Policy"".', 'Url': 'https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html'}}",medium,[],arn:partition:service:region:account-id:resource-id,Other,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one lowercase letter.
