Function Name,Implementation Status,Compliance Frameworks Count,Compliance Frameworks,Primary API Function,Primary User Function,File Exists,Notes
elb_ssl_listeners_use_acm_certificate,,57,pci_4.0_aws,client = boto3.client('elb'),"describe_load_balancers(), describe_load_balancer_listeners()",YES,Serves 57 compliance requirements across 1 frameworks
elbv2_deletion_protection,,45,"aws_foundational_security_best_practices_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, fedramp_low_revision_4_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, ffiec_aws, cisa_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, fedramp_moderate_revision_4_aws, hipaa_aws, nist_800_171_revision_2_aws",client = boto3.client('elbv2'),"describe_load_balancers(), describe_load_balancer_attributes()",YES,Serves 45 compliance requirements across 13 frameworks
elbv2_desync_mitigation_mode,,6,"aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws",client = boto3.client('elbv2'),"describe_load_balancers(), describe_load_balancer_attributes()",YES,Serves 6 compliance requirements across 5 frameworks
elbv2_insecure_ssl_ciphers,,18,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, nist_800_53_revision_5_aws, ens_rd2022_aws, ffiec_aws, gxp_21_cfr_part_11_aws, kisa_isms_p_2023_korean_aws, fedramp_moderate_revision_4_aws, iso27001_2013_aws, nist_800_171_revision_2_aws, rbi_cyber_security_framework_aws",client = boto3.client('elbv2'),"describe_load_balancers, describe_listeners, describe_ssl_policies",YES,Serves 18 compliance requirements across 11 frameworks
elbv2_internet_facing,,4,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('elbv2'),describe_load_balancers(),YES,Serves 4 compliance requirements across 4 frameworks
elbv2_is_in_multiple_az,,8,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('elbv2'),describe_load_balancers(),YES,Serves 8 compliance requirements across 4 frameworks
elbv2_listeners_underneath,,3,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('elbv2'),describe_listeners(),YES,Serves 3 compliance requirements across 3 frameworks
elbv2_logging_enabled,,82,"aws_foundational_security_best_practices_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, rbi_cyber_security_framework_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_low_revision_4_aws, ffiec_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, fedramp_moderate_revision_4_aws, hipaa_aws, nist_800_171_revision_2_aws, gdpr_aws",client = boto3.client('elbv2'),describe_load_balancer_attributes(),YES,Serves 82 compliance requirements across 18 frameworks
elbv2_ssl_listeners,,20,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cisa_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, mitre_attack_aws, rbi_cyber_security_framework_aws",client = boto3.client('elbv2'),describe_listeners(),YES,Serves 20 compliance requirements across 8 frameworks
elbv2_waf_acl_attached,,39,"pci_3.2.1_aws, aws_foundational_security_best_practices_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, fedramp_low_revision_4_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, ens_rd2022_aws, ffiec_aws, cisa_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws, fedramp_moderate_revision_4_aws, mitre_attack_aws, nist_800_171_revision_2_aws, rbi_cyber_security_framework_aws, pci_4.0_aws","client1 = boto3.client('elbv2'), client2 = boto3.client('wafv2')","describe_load_balancers(), describe_web_acl(), list_web_acls()",YES,Serves 39 compliance requirements across 18 frameworks
emr_cluster_account_public_block_enabled,,15,"aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client = boto3.client('emr'),get_block_public_access_configuration(),YES,Serves 15 compliance requirements across 6 frameworks
emr_cluster_master_nodes_no_public_ip,,72,"aws_foundational_security_best_practices_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, fedramp_low_revision_4_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, ffiec_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, fedramp_moderate_revision_4_aws, hipaa_aws, nist_800_171_revision_2_aws, rbi_cyber_security_framework_aws",client = boto3.client('emr'),describe_cluster(),YES,Serves 72 compliance requirements across 17 frameworks
emr_cluster_publicly_accesible,,5,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws",client = boto3.client('emr'),"list_clusters(), describe_cluster()",YES,Serves 5 compliance requirements across 5 frameworks
eventbridge_bus_cross_account_access,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('events'),describe_event_bus(),YES,Serves 2 compliance requirements across 2 frameworks
eventbridge_bus_exposed,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('events'),describe_event_bus(),YES,Serves 2 compliance requirements across 2 frameworks
eventbridge_global_endpoint_event_replication_enabled,,1,iso27001_2022_aws,client = boto3.client('events'),describe_global_endpoint(),YES,Serves 1 compliance requirements across 1 frameworks
eventbridge_schema_registry_cross_account_access,,5,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client = boto3.client('events'),get_resource_policy(),YES,Serves 5 compliance requirements across 3 frameworks
firehose_stream_encrypted_at_rest,,1,iso27001_2022_aws,client = boto3.client('firehose'),describe_delivery_stream(),YES,Serves 1 compliance requirements across 1 frameworks
fms_policy_compliant,,9,"ens_rd2022_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('fms'),get_policy_compliance_status(),YES,Serves 9 compliance requirements across 3 frameworks
fsx_file_system_copy_tags_to_backups_enabled,,2,"iso27001_2022_aws, pci_4.0_aws",client = boto3.client('fsx'),describe_file_systems(),YES,Serves 2 compliance requirements across 2 frameworks
fsx_file_system_copy_tags_to_volumes_enabled,,1,iso27001_2022_aws,client = boto3.client('fsx'),describe_file_systems(),YES,Serves 1 compliance requirements across 1 frameworks
fsx_windows_file_system_multi_az_enabled,,1,iso27001_2022_aws,client = boto3.client('fsx'),describe_file_systems(),YES,Serves 1 compliance requirements across 1 frameworks
glacier_vaults_policy_public_access,,4,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('glacier'),get_vault_access_policy(),YES,Serves 4 compliance requirements across 4 frameworks
glue_data_catalogs_connection_passwords_encryption_enabled,,6,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('glue'),get_connection(),YES,Serves 6 compliance requirements across 4 frameworks
glue_data_catalogs_metadata_encryption_enabled,,6,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('glue'),get_data_catalog_encryption_settings(),YES,Serves 6 compliance requirements across 4 frameworks
glue_data_catalogs_not_publicly_accessible,,1,iso27001_2022_aws,client = boto3.client('glue'),get_resource_policy(),YES,Serves 1 compliance requirements across 1 frameworks
glue_database_connections_ssl_enabled,,5,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('glue'),get_connection(),YES,Serves 5 compliance requirements across 3 frameworks
glue_development_endpoints_cloudwatch_logs_encryption_enabled,,8,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws","client = boto3.client('glue'), client = boto3.client('logs')","get_dev_endpoint(), describe_log_groups()",YES,Serves 8 compliance requirements across 4 frameworks
glue_development_endpoints_job_bookmark_encryption_enabled,,5,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('glue'),get_data_catalog_encryption_settings(),YES,Serves 5 compliance requirements across 4 frameworks
glue_development_endpoints_s3_encryption_enabled,,5,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('glue'),get_data_catalog_encryption_settings(),YES,Serves 5 compliance requirements across 4 frameworks
glue_etl_jobs_amazon_s3_encryption_enabled,,5,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws","client = boto3.client('glue'), client = boto3.client('s3')","get_jobs(), get_job(), get_bucket_encryption()",YES,Serves 5 compliance requirements across 4 frameworks
glue_etl_jobs_cloudwatch_logs_encryption_enabled,,8,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws","client = boto3.client('glue'), client = boto3.client('logs')","get_jobs(), get_job(), describe_log_groups()",YES,Serves 8 compliance requirements across 4 frameworks
glue_etl_jobs_job_bookmark_encryption_enabled,,5,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('glue'),get_data_catalog_encryption_settings(),YES,Serves 5 compliance requirements across 4 frameworks
glue_etl_jobs_logging_enabled,,2,"soc2_aws, iso27001_2022_aws",client = boto3.client('glue'),get_job(),YES,Serves 2 compliance requirements across 2 frameworks
glue_ml_transform_encrypted_at_rest,,1,iso27001_2022_aws,client = boto3.client('glue'),get_ml_transform(),YES,Serves 1 compliance requirements across 1 frameworks
guardduty_centrally_managed,,16,"kisa_isms_p_2023_aws, ens_rd2022_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws",client = boto3.client('guardduty'),list_organization_admin_accounts(),YES,Serves 16 compliance requirements across 5 frameworks
guardduty_eks_audit_log_enabled,,1,iso27001_2022_aws,client = boto3.client('guardduty'),"get_data_source(), list_detectors()",YES,Serves 1 compliance requirements across 1 frameworks
guardduty_is_enabled,,218,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, aws_account_security_onboarding_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, mitre_attack_aws, pci_4.0_aws, kisa_isms_p_2023_aws, cisa_aws",client = boto3.client('guardduty'),list_detectors(),YES,Serves 218 compliance requirements across 22 frameworks
guardduty_no_high_severity_findings,,62,"nist_csf_1.1_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, fedramp_low_revision_4_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, ens_rd2022_aws, ffiec_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, fedramp_moderate_revision_4_aws, hipaa_aws, aws_foundational_technical_review_aws, nist_800_171_revision_2_aws, rbi_cyber_security_framework_aws, aws_account_security_onboarding_aws","client = boto3.client(""guardduty"")",list_findings(),YES,Serves 62 compliance requirements across 17 frameworks
guardduty_rds_protection_enabled,,1,aws_foundational_security_best_practices_aws,"client = boto3.client(""guardduty"")","get_data_source(), list_detectors()",YES,Serves 1 compliance requirements across 1 frameworks
guardduty_s3_protection_enabled,,1,aws_foundational_security_best_practices_aws,"client = boto3.client(""guardduty"")","list_detectors(), get_data_source()",YES,Serves 1 compliance requirements across 1 frameworks
iam_administrator_access_with_mfa,,8,"kisa_isms_p_2023_aws, ens_rd2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws",client=boto3.client('iam'),"list_users(), list_attached_user_policies(), list_mfa_devices(), get_login_profile()",YES,Serves 8 compliance requirements across 5 frameworks
iam_avoid_root_usage,,16,"cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws, iso27001_2013_aws, mitre_attack_aws, cis_1.5_aws",client = boto3.client('iam'),"list_users(), list_access_keys()",YES,Serves 16 compliance requirements across 13 frameworks
iam_aws_attached_policy_no_administrative_privileges,,109,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('iam'),"list_roles(), list_attached_role_policies(), get_policy(), get_policy_version()",YES,Serves 109 compliance requirements across 25 frameworks
iam_check_saml_providers_sts,,8,"cis_4.0_aws, kisa_isms_p_2023_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, cis_1.5_aws",client = boto3.client('iam'),list_saml_providers(),YES,Serves 8 compliance requirements across 8 frameworks
iam_customer_attached_policy_no_administrative_privileges,,110,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cisa_aws, cis_3.0_aws",client = boto3.client('iam'),"list_users(), list_attached_user_policies(), get_policy(), get_policy_version()",YES,Serves 110 compliance requirements across 24 frameworks
iam_customer_unattached_policy_no_administrative_privileges,,7,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws",client= boto3.client('iam'),"list_policies(), list_entities_for_policy(), get_policy_version()",YES,Serves 7 compliance requirements across 6 frameworks
iam_group_administrator_access_policy,,4,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('iam'),"list_groups(), list_attached_group_policies(), list_group_policies(), get_group_policy(), get_policy(), get_policy_version()",YES,Serves 4 compliance requirements across 2 frameworks
iam_inline_policy_allows_privilege_escalation,,3,"kisa_isms_p_2023_aws, soc2_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('iam'),"list_users(), list_user_policies(), get_user_policy(), list_roles(), list_role_policies(), get_role_policy(), list_groups(), list_group_policies(), get_group_policy()",YES,Serves 3 compliance requirements across 3 frameworks
iam_inline_policy_no_administrative_privileges,,104,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, kisa_isms_p_2023_aws, cisa_aws",client = boto3.client('iam'),"list_users(), list_user_policies(), get_user_policy(), list_roles(), list_role_policies(), get_role_policy()",YES,Serves 104 compliance requirements across 20 frameworks
iam_inline_policy_no_full_access_to_cloudtrail,,4,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('iam'),"list_users(), list_user_policies(), get_user_policy(), list_roles(), list_role_policies(), get_role_policy(), list_groups(), list_group_policies(), get_group_policy(),",YES,Serves 4 compliance requirements across 2 frameworks
iam_inline_policy_no_full_access_to_kms,,24,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('iam'),"list_users(), list_user_policies(), get_user_policy(), list_roles(), list_role_policies(), get_role_policy(), list_groups(), list_group_policies(), get_group_policy(),",YES,Serves 24 compliance requirements across 3 frameworks
iam_no_custom_policy_permissive_role_assumption,,14,"kisa_isms_p_2023_aws, ens_rd2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_account_security_onboarding_aws",client = boto3.client('iam'),"list_roles(), get_role_policy(), get_role(), list_attached_role_policies()",YES,Serves 14 compliance requirements across 6 frameworks
iam_no_expired_server_certificates_stored,,8,"cis_4.0_aws, kisa_isms_p_2023_aws, cis_3.0_aws, cis_1.4_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, cis_1.5_aws",client = boto3.client('iam'),"list_server_certificates(),",YES,Serves 8 compliance requirements across 8 frameworks
iam_no_root_access_key,,103,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, aws_foundational_technical_review_aws, gdpr_aws, aws_account_security_onboarding_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('iam'),list_access_keys(),YES,Serves 103 compliance requirements across 28 frameworks
iam_password_policy_expires_passwords_within_90_days_or_less,,20,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, aws_foundational_technical_review_aws, nist_800_171_revision_2_aws, pci_4.0_aws",client=boto3.client('iam'),get_account_password_policy(),YES,Serves 20 compliance requirements across 11 frameworks
iam_password_policy_lowercase,,26,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, nist_800_171_revision_2_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, iso27001_2013_aws, mitre_attack_aws, aws_foundational_technical_review_aws, hipaa_aws, gdpr_aws",client = boto3.client('iam'),get_account_password_policy(),YES,Serves 26 compliance requirements across 15 frameworks
iam_password_policy_minimum_length_14,,91,"cis_4.0_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, aws_foundational_technical_review_aws, gdpr_aws, nist_800_53_revision_5_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('iam'),get_account_password_policy(),YES,Serves 91 compliance requirements across 23 frameworks
iam_password_policy_number,,35,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, nist_800_171_revision_2_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, iso27001_2013_aws, mitre_attack_aws, aws_foundational_technical_review_aws, hipaa_aws, gdpr_aws",client = boto3.client('iam'),get_account_password_policy(),YES,Serves 35 compliance requirements across 15 frameworks
iam_password_policy_reuse_24,,46,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, gdpr_aws, nist_800_53_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, rbi_cyber_security_framework_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cis_3.0_aws",client = boto3.client('iam'),get_account_password_policy(),YES,Serves 46 compliance requirements across 21 frameworks
iam_password_policy_symbol,,26,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, nist_800_171_revision_2_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, iso27001_2013_aws, mitre_attack_aws, aws_foundational_technical_review_aws, hipaa_aws, gdpr_aws",client = boto3.client('iam'),get_account_password_policy(),YES,Serves 26 compliance requirements across 15 frameworks
iam_password_policy_uppercase,,26,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, nist_800_171_revision_2_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws, gxp_21_cfr_part_11_aws, iso27001_2013_aws, mitre_attack_aws, aws_foundational_technical_review_aws, hipaa_aws, gdpr_aws",client = boto3.client('iam'),get_account_password_policy(),YES,Serves 26 compliance requirements across 15 frameworks
iam_policy_allows_privilege_escalation,,17,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws",client=boto3.client('iam'),"list_policies(), get_policy_version()",YES,Serves 17 compliance requirements across 5 frameworks
iam_policy_attached_only_to_group_or_roles,,88,"cis_4.0_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, aws_foundational_technical_review_aws, aws_account_security_onboarding_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cis_3.0_aws",client=boto3.client('iam'),"list_users(), list_attached_user_policies(UserName='...'), list_groups_for_user(UserName='...'), list_attached_group_policies(GroupName='...'), list_attached_role_policies(RoleName='...'), list_groups()",YES,Serves 88 compliance requirements across 23 frameworks
iam_policy_cloudshell_admin_not_attached,,30,"cis_2.0_aws, cis_4.0_aws, pci_4.0_aws",iam = boto3.client('iam'),list_attached_user_policies(),YES,Serves 30 compliance requirements across 3 frameworks
iam_policy_no_full_access_to_cloudtrail,,10,"kisa_isms_p_2023_aws, ens_rd2022_aws, soc2_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws",client=boto3.client('iam'),"list_policies(), get_policy_version()",YES,Serves 10 compliance requirements across 5 frameworks
iam_policy_no_full_access_to_kms,,32,"kisa_isms_p_2023_aws, ens_rd2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, pci_4.0_aws",client=boto3.client('iam'),"list_users(), list_user_policies(), get_user_policy(), list_roles(), list_role_policies(), get_role_policy(), list_groups(), list_group_policies(), get_group_policy(),",YES,Serves 32 compliance requirements across 5 frameworks
iam_role_administratoraccess_policy,,3,"aws_foundational_technical_review_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('iam'),"list_roles(), list_attached_role_policies()",YES,Serves 3 compliance requirements across 3 frameworks
iam_role_cross_account_readonlyaccess_policy,,4,"aws_foundational_technical_review_aws, mitre_attack_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('iam'),"list_roles(), get_role(), list_attached_role_policies(), get_policy, get_policy_version()",YES,Serves 4 compliance requirements across 4 frameworks
iam_role_cross_service_confused_deputy_prevention,,8,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws, aws_account_security_onboarding_aws",client=boto3.client('iam'),"list_roles(), get_role()",YES,Serves 8 compliance requirements across 7 frameworks
iam_root_hardware_mfa_enabled,,85,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, aws_foundational_technical_review_aws, gdpr_aws, aws_account_security_onboarding_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, mitre_attack_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('iam'),list_mfa_devices(),YES,Serves 85 compliance requirements across 26 frameworks
iam_root_mfa_enabled,,93,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, aws_foundational_technical_review_aws, gdpr_aws, aws_account_security_onboarding_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, aws_audit_manager_control_tower_guardrails_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client = boto3.client('iam'),list_mfa_devices(),YES,Serves 93 compliance requirements across 27 frameworks
