compliance_name,unique_key,id,name,description,check_count,service_count,check_functions_str,services_str,applied_services
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_2_j,ac_2_j,AC-2(j),The organization: j. Reviews accounts for compliance with account management requirements [Assignment: organization-defined frequency].,2,1,"['iam_user_accesskey_unused', 'iam_user_console_access_unused']",['iam'],
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3,ac_3,Access Enforcement (AC-3),Enforce approved authorizations for logical access to information and system resources in accordance with applicable access control policies.,21,8,"['ec2_ebs_public_snapshot', 'ec2_instance_profile_attached', 'ec2_instance_public_ip', 'ec2_instance_imdsv2_enabled', 'emr_cluster_master_nodes_no_public_ip', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_policy_attached_only_to_group_or_roles', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'awslambda_function_not_publicly_accessible', 'awslambda_function_url_public', 'rds_instance_no_public_access', 'rds_snapshots_public_access', 'redshift_cluster_public_access', 's3_bucket_public_access', 's3_bucket_policy_public_write_access', 's3_account_level_public_access_blocks', 's3_bucket_public_access', 'sagemaker_notebook_instance_without_direct_internet_access_configured']","['iam', 'redshift', 'ec2', 's3', 'emr', 'sagemaker', 'awslambda', 'rds']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_1,ac_3_1,AC-3(1) Restricted Access To Privileged Functions,Employ an audited override of automated access control mechanisms under [Assignment: organization-defined conditions] by [Assignment: organization-defined roles].,8,4,"['cloudtrail_multi_region_enabled', 'cloudtrail_cloudwatch_logging_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_s3_dataevents_read_enabled', 'cloudtrail_s3_dataevents_write_enabled', 'rds_instance_integration_cloudwatch_logs', 'redshift_cluster_audit_logging', 's3_bucket_server_access_logging_enabled']","['s3', 'redshift', 'rds', 'cloudtrail']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_2,ac_3_2,AC-3(2) Dual Authorization,Enforce dual authorization for [Assignment: organization-defined privileged commands and/or other organization-defined actions].,4,1,"['iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access']",['iam'],
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_3,ac_3_3,AC-3(3) Mandatory Access Control,"Enforce [Assignment: organization-defined mandatory access control policy] over the set of covered subjects and objects specified in the policy, and where the policy: (a) Is uniformly enforced across the covered subjects and objects within the system; (b) Specifies that a subject that has been granted access to information is constrained from doing any of the following; (1) Passing the information to unauthorized subjects or objects; (2) Granting its privileges to other subjects; (3) Changing one or more security attributes (specified by the policy) on subjects, objects, the system, or system components; (4) Choosing the security attributes and attribute values (specified by the policy) to be associated with newly created or modified objects; and (5) Changing the rules governing access control; and (c) Specifies that [Assignment: organization-defined subjects] may explicitly be granted [Assignment: organization-defined privileges] such that they are not limited by any defined subset (or all) of the above constraints.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_3_a,ac_3_3_a,AC-3(3)(a),"Enforce [Assignment: organization-defined mandatory access policy] over the set of covered subjects and objects specified in the policy, and where the policy: (a) Is uniformly enforced across the covered subjects and objects within the system.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_3_b_1,ac_3_3_b_1,AC-3(3)(b)(1),"Enforce [Assignment: organization-defined mandatory access policy] over the set of covered subjects and objects specified in the policy, and where the policy: (b) Specifies that a subject that has been granted access to information is constrained from doing any of the following; (1) Passing the information to unauthorized subjects or objects.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_3_b_2,ac_3_3_b_2,AC-3(3)(b)(2),"Enforce [Assignment: organization-defined mandatory access policy] over the set of covered subjects and objects specified in the policy, and where the policy: (b) Specifies that a subject that has been granted access to information is constrained from doing any of the following; (2) Granting its privileges to other subjects.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_3_b_3,ac_3_3_b_3,AC-3(3)(b)(3),"Enforce [Assignment: organization-defined mandatory access policy] over the set of covered subjects and objects specified in the policy, and where the policy: (b) Specifies that a subject that has been granted access to information is constrained from doing any of the following; (3) Changing one or more security attributes (specified by the policy) on subjects, objects, the system, or system components.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_3_b_4,ac_3_3_b_4,AC-3(3)(b)(4),"Enforce [Assignment: organization-defined mandatory access policy] over the set of covered subjects and objects specified in the policy, and where the policy: (b) Specifies that a subject that has been granted access to information is constrained from doing any of the following; (4) Choosing the security attributes and attribute values (specified by the policy) to be associated with newly created or modified objects.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_3_b_5,ac_3_3_b_5,AC-3(3)(b)(5),"Enforce [Assignment: organization-defined mandatory access policy] over the set of covered subjects and objects specified in the policy, and where the policy: (b) Specifies that a subject that has been granted access to information is constrained from doing any of the following; (5) Changing the rules governing access.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_3_c,ac_3_3_c,AC-3(3)(c),"Enforce [Assignment: organization-defined mandatory access policy] over the set of covered subjects and objects specified in the policy, and where the policy: (c) Specifies that [Assignment: organization-defined subjects] may explicitly be granted [Assignment: organization-defined privileges] such that they are not limited by any defined subset (or all) of the above constraints.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_4,ac_3_4,AC-3(4) Discretionary Access Control,"Enforce [Assignment: organization-defined discretionary access control policy] over the set of covered subjects and objects specified in the policy, and where the policy specifies that a subject that has been granted access to information can do one or more of the following: (a) Pass the information to any other subjects or objects; (b) Grant its privileges to other subjects; (c) Change security attributes on subjects, objects, the system, or the system’s components; (d) Choose the security attributes to be associated with newly created or revised objects; or (e) Change the rules governing access control.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_4_a,ac_3_4_a,AC-3(4)(a),"Enforce [Assignment: organization-defined discretionary access policy] over the set of covered subjects and objects specified in the policy, and where the policy specifies that a subject that has been granted access to information can do one or more of the following: (a) Pass the information to any other subjects or objects.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_4_b,ac_3_4_b,AC-3(4)(b),"Enforce [Assignment: organization-defined discretionary access policy] over the set of covered subjects and objects specified in the policy, and where the policy specifies that a subject that has been granted access to information can do one or more of the following: (b) Grant its privileges to other subjects.",15,3,"['secretsmanager_automatic_rotation_enabled', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_rotate_access_key_90_days', 'iam_no_root_access_key', 'iam_root_mfa_enabled', 'iam_root_hardware_mfa_enabled', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_policy_attached_only_to_group_or_roles', 'iam_password_policy_minimum_length_14', 'ec2_instance_imdsv2_enabled']","['ec2', 'iam', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_4_c,ac_3_4_c,AC-3(4)(c),"Enforce [Assignment: organization-defined discretionary access policy] over the set of covered subjects and objects specified in the policy, and where the policy specifies that a subject that has been granted access to information can do one or more of the following: (c) Change security attributes on subjects, objects, the system, or the system’s components.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_4_d,ac_3_4_d,AC-3(4)(d),"Enforce [Assignment: organization-defined discretionary access policy] over the set of covered subjects and objects specified in the policy, and where the policy specifies that a subject that has been granted access to information can do one or more of the following: (d) Choose the security attributes to be associated with newly created or revised objects.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_4_e,ac_3_4_e,AC-3(4)(e),"Enforce [Assignment: organization-defined discretionary access policy] over the set of covered subjects and objects specified in the policy, and where the policy specifies that a subject that has been granted access to information can do one or more of the following: (e) Change the rules governing access.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_7,ac_3_7,AC-3(7) Role-Based Access Control,Enforce a role-based access control policy over defined subjects and objects and control access based upon [Assignment: organization-defined roles and users authorized to assume such roles].,21,8,"['s3_bucket_public_access', 'ec2_ebs_public_snapshot', 'ec2_instance_public_ip', 'ec2_instance_imdsv2_enabled', 'emr_cluster_master_nodes_no_public_ip', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_no_root_access_key', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'awslambda_function_not_publicly_accessible', 'awslambda_function_url_public', 'rds_instance_no_public_access', 'rds_snapshots_public_access', 'redshift_cluster_public_access', 's3_bucket_policy_public_write_access', 's3_account_level_public_access_blocks', 's3_bucket_public_access', 'sagemaker_notebook_instance_without_direct_internet_access_configured']","['redshift', 's3', 'ec2', 'emr', 'sagemaker', 'awslambda', 'iam', 'rds']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_8,ac_3_8,AC-3(8) Revocation Of Access Authorizations,Enforce the revocation of access authorizations resulting from changes to the security attributes of subjects and objects based on [Assignment: organization-defined rules governing the timing of revocations of access authorizations].,15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_10,ac_3_10,AC-3(10) Audited Override Of Access Control Mechanisms,Employ an audited override of automated access mechanisms under [Assignment: organization-defined conditions] by [Assignment: organization-defined roles].,8,4,"['cloudtrail_multi_region_enabled', 'cloudtrail_s3_dataevents_read_enabled', 'cloudtrail_s3_dataevents_write_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_cloudwatch_logging_enabled', 'rds_instance_integration_cloudwatch_logs', 'redshift_cluster_audit_logging', 's3_bucket_server_access_logging_enabled']","['s3', 'redshift', 'rds', 'cloudtrail']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_12_a,ac_3_12_a,AC-3(12)(a),"Require applications to assert, as part of the installation process, the access needed to the following system applications and functions: [Assignment: organization-defined system applications and functions].",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_13,ac_3_13,AC-3(13) Attribute-Based Access Control,Enforce attribute-based access control policy over defined subjects and objects and control access based upon [Assignment: organization-defined attributes to assume access permissions].,15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_15_a,ac_3_15_a,AC-3(15)(a),Enforce [Assignment: organization-defined mandatory access control policy] over the set of covered subjects and objects specified in the policy.,15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_3_15_b,ac_3_15_b,AC-3(15)(b),Enforce [Assignment: organization-defined discretionary access control policy] over the set of covered subjects and objects specified in the policy.,15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_4,ac_4,Information Flow Enforcement (AC-4),Enforce approved authorizations for controlling the flow of information within the system and between connected systems based on [Assignment: organization-defined information flow control policies].,4,4,"['apigateway_restapi_client_certificate_enabled', 'elb_ssl_listeners', 'opensearch_service_domains_node_to_node_encryption_enabled', 's3_bucket_secure_transport_policy']","['s3', 'apigateway', 'elb', 'opensearch']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_4_21,ac_4_21,AC-4(21) Physical Or Logical Separation Of Infomation Flows,Separate information flows logically or physically using [Assignment: organization-defined mechanisms and/or techniques] to accomplish [Assignment: organization-defined required separations by types of information].,18,9,"['apigateway_restapi_waf_acl_attached', 'ec2_ebs_public_snapshot', 'ec2_instance_public_ip', 'elbv2_waf_acl_attached', 'emr_cluster_master_nodes_no_public_ip', 'awslambda_function_not_publicly_accessible', 'awslambda_function_url_public', 'rds_instance_no_public_access', 'rds_snapshots_public_access', 'redshift_cluster_public_access', 's3_bucket_public_access', 's3_bucket_policy_public_write_access', 's3_account_level_public_access_blocks', 's3_bucket_public_access', 'sagemaker_notebook_instance_without_direct_internet_access_configured', 'ec2_securitygroup_default_restrict_traffic', 'ec2_networkacl_allow_ingress_any_port', 'ec2_networkacl_allow_ingress_any_port']","['apigateway', 'elbv2', 'redshift', 's3', 'emr', 'sagemaker', 'awslambda', 'ec2', 'rds']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_4_22,ac_4_22,AC-4(22) Access Only,"Provide access from a single device to computing platforms, applications, or data residing in multiple different security domains, while preventing information flow between the different security domains.",4,4,"['apigateway_restapi_client_certificate_enabled', 'elb_ssl_listeners', 'opensearch_service_domains_node_to_node_encryption_enabled', 's3_bucket_secure_transport_policy']","['s3', 'apigateway', 'elb', 'opensearch']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_4_26,ac_4_26,AC-4(26) Audit Filtering Actions,"When transferring information between different security domains, record and audit content filtering actions and results for the information being filtered.",12,8,"['apigateway_restapi_logging_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_s3_dataevents_read_enabled', 'cloudtrail_s3_dataevents_write_enabled', 'cloudtrail_multi_region_enabled', 'cloudtrail_cloudwatch_logging_enabled', 'elbv2_logging_enabled', 'elb_logging_enabled', 'rds_instance_integration_cloudwatch_logs', 'redshift_cluster_audit_logging', 's3_bucket_server_access_logging_enabled', 'vpc_flow_logs_enabled']","['elbv2', 'redshift', 'vpc', 's3', 'elb', 'apigateway', 'rds', 'cloudtrail']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_4_28,ac_4_28,AC-4(28) Linear Filter Pipelines,"When transferring information between different security domains, implement a linear content filter pipeline that is enforced with discretionary and mandatory access controls.",15,3,"['ec2_instance_imdsv2_enabled', 'iam_password_policy_minimum_length_14', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_root_hardware_mfa_enabled', 'iam_root_mfa_enabled', 'iam_no_root_access_key', 'iam_rotate_access_key_90_days', 'iam_user_mfa_enabled_console_access', 'iam_user_mfa_enabled_console_access', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'secretsmanager_automatic_rotation_enabled']","['iam', 'ec2', 'secretsmanager']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_5_b,ac_5_b,AC-5(b),Define system access authorizations to support separation of duties.,3,1,"['iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges']",['iam'],
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_6,ac_6,Least Privilege (AC-6),"Employ the principle of least privilege, allowing only authorized accesses for users (or processes acting on behalf of users) that are necessary to accomplish assigned organizational tasks.",21,8,"['ec2_ebs_public_snapshot', 'ec2_instance_public_ip', 'ec2_instance_imdsv2_enabled', 'emr_cluster_master_nodes_no_public_ip', 'iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_no_root_access_key', 'iam_user_accesskey_unused', 'iam_user_console_access_unused', 'awslambda_function_not_publicly_accessible', 'awslambda_function_url_public', 'rds_instance_no_public_access', 'rds_snapshots_public_access', 'redshift_cluster_public_access', 's3_bucket_public_access', 's3_bucket_policy_public_write_access', 's3_account_level_public_access_blocks', 's3_bucket_public_access', 'sagemaker_notebook_instance_without_direct_internet_access_configured']","['iam', 'redshift', 'ec2', 's3', 'emr', 'sagemaker', 'awslambda', 'rds']",
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_6_2,ac_6_2,AC-6(2),"Require that users of system accounts (or roles) with access to [Assignment: organization-defined security functions or security-relevant information] use non-privileged accounts or roles, when accessing nonsecurity functions.",4,1,"['iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges', 'iam_no_root_access_key']",['iam'],
nist_800_53_revision_5_aws,nist_800_53_revision_5_gen_001_ac_6_3,ac_6_3,AC-6(3),Authorize network access to [Assignment: organization-defined privileged commands] only for [Assignment: organization-defined compelling operational needs] and document the rationale for such access in the security plan for the system.,4,1,"['iam_policy_attached_only_to_group_or_roles', 'iam_aws_attached_policy_no_administrative_privileges', 'iam_customer_attached_policy_no_administrative_privileges', 'iam_inline_policy_no_administrative_privileges']",['iam'],
